id,survey_year,lon,lat,capacity_group,denomination,accepted_gender
BS12,1933,7.5885761,47.5595986,100 - 149,interdenominational,mixed
BS12,1940,7.5885761,47.5595986,100 - 149,interdenominational,mixed
BS13,1933,7.5885761,47.5595986,20 - 49,protestant,mixed
BS14,1980,7.5885761,47.5595986,0 - 19,interdenominational,mixed
BS15,1965,7.5885761,47.5595986,20 - 49,catholic,female
BS16,1965,7.5885761,47.5595986,0 - 19,protestant,female
BS17,1965,7.5885761,47.5595986,0 - 19,interdenominational,female
FR01,1940,7.11292,46.96186,200 or more,interdenominational,mixed
FR01,1954,7.11292,46.96186,200 or more,interdenominational,mixed
FR01,1965,7.11292,46.96186,200 or more,interdenominational,mixed
FR01,1980,7.11292,46.96186,150 - 199,interdenominational,mixed
FR01a,1933,7.1128985,46.9618756,50 - 99,catholic,male
FR01b,1933,7.1128985,46.9618756,50 - 99,interdenominational,mixed
FR01c,1933,7.11292,46.96186,100 - 149,interdenominational,male
FR01d,1933,7.11292,46.96186,not specified,interdenominational,female
FR02,1940,7.0644164,46.6558757,200 or more,interdenominational,mixed
FR02,1954,7.0644164,46.6558757,200 or more,interdenominational,mixed
FR02,1965,7.0644164,46.6558757,200 or more,interdenominational,mixed
FR03,1965,6.8444462,46.8334425,20 - 49,catholic,female
FR03,1940,6.8444462,46.8334425,20 - 49,catholic,female
FR03,1954,6.8444462,46.8334425,20 - 49,catholic,female
FR04,1940,7.1750398,46.8134777,not specified,catholic,female
FR04,1954,7.1750398,46.8134777,not specified,catholic,female
FR04,1965,7.1750398,46.8134777,50 - 99,catholic,female
FR05,1933,7.177316,46.8137482,50 - 99,catholic,female
FR05,1940,7.1750398,46.8134777,20 - 49,catholic,female
FR06,1933,6.866673,46.816673,50 - 99,catholic,male
FR06,1940,6.866673,46.816673,50 - 99,not specified,male
FR07,1933,6.89651,46.67059,100 - 149,catholic,mixed
FR07,1940,6.89651,46.67059,100 - 149,catholic,male
FR07,1954,6.89651,46.67059,not specified,catholic,male
FR07,1965,6.89651,46.67059,not specified,catholic,not specified
FR08,1933,7.1619719,46.8064773,20 - 49,catholic,male
FR09,1940,7.1909434,46.7315883,50 - 99,catholic,female
FR09,1965,7.1777862,46.7475846,20 - 49,interdenominational,female
FR10,1940,7.1619719,46.8064773,20 - 49,interdenominational,mixed
FR10,1954,7.1619719,46.8064773,20 - 49,interdenominational,mixed
FR10,1965,7.1619719,46.8064773,20 - 49,interdenominational,mixed
FR10,1980,7.1619719,46.8064773,50 - 99,interdenominational,mixed
FR11,1940,7.0577268,46.6154512,0 - 19,interdenominational,mixed
FR11,1954,7.0577268,46.6154512,0 - 19,interdenominational,mixed
FR11,1965,7.0577268,46.6154512,0 - 19,interdenominational,mixed
FR11,1980,7.0577268,46.6154512,0 - 19,interdenominational,mixed
FR12,1940,6.9010895,46.5269159,0 - 19,interdenominational,mixed
FR12,1954,6.9010895,46.5269159,0 - 19,interdenominational,mixed
FR12,1965,6.9010895,46.5269159,0 - 19,interdenominational,mixed
FR12,1980,6.9010895,46.5269159,0 - 19,interdenominational,mixed
FR13,1940,6.8450608,46.8496401,0 - 19,interdenominational,mixed
FR13,1954,6.8450608,46.8496401,0 - 19,interdenominational,mixed
FR13,1965,6.8450608,46.8496401,0 - 19,interdenominational,mixed
FR13,1980,6.8450608,46.8496401,0 - 19,interdenominational,mixed
FR14,1940,7.120184,46.9292211,0 - 19,interdenominational,mixed
FR14,1954,7.120184,46.9292211,0 - 19,interdenominational,mixed
FR14,1965,7.120184,46.9292211,0 - 19,interdenominational,mixed
FR14,1980,7.120184,46.9292211,0 - 19,interdenominational,mixed
FR15,1940,6.9118086,46.691887,0 - 19,interdenominational,mixed
FR15,1954,6.9118086,46.691887,0 - 19,interdenominational,mixed
FR15,1965,6.9118086,46.691887,0 - 19,interdenominational,mixed
FR15,1980,6.9118086,46.691887,0 - 19,interdenominational,mixed
FR16,1940,7.21575,46.815327,0 - 19,interdenominational,mixed
FR16,1954,7.21575,46.815327,0 - 19,interdenominational,mixed
FR16,1965,7.21575,46.815327,0 - 19,interdenominational,mixed
FR16,1980,7.21575,46.815327,0 - 19,interdenominational,mixed
GE01,1933,6.1431577,46.2043907,200 or more,interdenominational,mixed
GE01,1940,6.1431577,46.2043907,200 or more,interdenominational,mixed
GE01,1954,6.1431577,46.2043907,200 or more,interdenominational,mixed
GE01,1965,6.1431577,46.2043907,200 or more,interdenominational,mixed
GE02,1933,6.1431577,46.2043907,20 - 49,protestant,female
GE02,1940,6.1431577,46.2043907,20 - 49,protestant,female
GE03,1933,6.1431577,46.2043907,20 - 49,interdenominational,male
GE04,1933,6.1431577,46.2043907,20 - 49,interdenominational,female
GE05,1940,6.1431577,46.2043907,100 - 149,interdenominational,mixed
GE05,1954,6.1431577,46.2043907,100 - 149,interdenominational,mixed
GE05,1965,6.1431577,46.2043907,100 - 149,interdenominational,mixed
GE06,1965,6.1471443,46.2557621,0 - 19,interdenominational,not specified
GE06,1980,6.1249673,46.2202326,20 - 49,interdenominational,male
GE07,1940,6.02768,46.22257,20 - 49,not specified,male
GE07,1954,6.02768,46.22257,50 - 99,protestant,not specified
GE07,1965,6.1002345,46.183541,50 - 99,interdenominational,male
GE08,1980,6.1431577,46.2043907,0 - 19,interdenominational,male
GE09,1980,6.202767,46.1928374,0 - 19,interdenominational,male
GE10,1980,6.1144546,46.1885168,0 - 19,interdenominational,female
GE11,1980,6.1431577,46.2043907,0 - 19,interdenominational,male
GE12,1980,6.202767,46.1928374,200 or more,interdenominational,mixed
GE13,1933,6.1431577,46.2043907,0 - 19,protestant,female
GE14,1965,6.1052686,46.2122638,0 - 19,interdenominational,not specified
GE15,1965,6.1052686,46.2122638,0 - 19,interdenominational,male
GL01,1940,9.0679,47.0411232,not specified,interdenominational,mixed
GL01,1954,9.0679,47.0411232,not specified,interdenominational,mixed
GL01,1965,9.0679,47.0411232,0 - 19,interdenominational,mixed
GL01,1980,9.0679,47.0411232,0 - 19,interdenominational,mixed
GR01,1954,9.4296829,46.732397,50 - 99,interdenominational,not specified
GR01a,1980,9.4301515,46.7207797,100 - 149,interdenominational,male
GR01a,1965,9.4301515,46.7207797,100 - 149,interdenominational,male
GR01a,1933,9.4301515,46.7207797,50 - 99,interdenominational,mixed
GR01a,1940,9.4301515,46.7207797,100 - 149,interdenominational,mixed
GR01b,1965,9.4301515,46.7207797,200 or more,interdenominational,mixed
GR01b,1933,9.4301515,46.7207797,200 or more,interdenominational,mixed
GR01b,1940,9.4301515,46.7207797,200 or more,interdenominational,mixed
GR01ba,1933,9.4301515,46.7207797,not specified,interdenominational,mixed
GR01bb,1933,9.4301515,46.7207797,50 - 99,interdenominational,mixed
GR03,1940,9.5319859,46.8507835,20 - 49,interdenominational,mixed
GR03,1954,9.5319859,46.8507835,20 - 49,interdenominational,mixed
GR03,1965,9.5319859,46.8507835,20 - 49,interdenominational,mixed
GR03,1980,9.5319859,46.8507835,20 - 49,interdenominational,male
GR04,1933,9.530813,47.00571,50 - 99,protestant,mixed
GR04,1940,9.5626299,46.9681937,50 - 99,not specified,mixed
GR05,1933,9.5319859,46.8507835,200 or more,interdenominational,mixed
JU01,1980,7.3451555,47.365837,0 - 19,interdenominational,mixed
JU02,1980,7.0479025,47.4206036,0 - 19,interdenominational,mixed
JU03,1980,6.9964022,47.2561774,0 - 19,interdenominational,mixed
LU01,1940,8.275637,47.0772338,100 - 149,interdenominational,mixed
LU01,1954,8.275637,47.0772338,100 - 149,interdenominational,male
LU01,1965,8.275637,47.0772338,100 - 149,interdenominational,male
LU01,1933,8.3407402,47.0813181,100 - 149,interdenominational,mixed
LU01a,1933,8.3407402,47.0813181,20 - 49,interdenominational,female
LU02,1940,8.0237036,47.1862897,50 - 99,interdenominational,mixed
LU02,1954,8.0237036,47.1862897,50 - 99,interdenominational,male
LU02,1965,8.0071833,47.1847143,50 - 99,interdenominational,male
LU02,1980,8.0071833,47.1847143,50 - 99,interdenominational,male
LU03,1940,8.3045281,47.0740329,150 - 199,catholic,mixed
LU03,1954,8.3045281,47.0740329,150 - 199,catholic,mixed
LU03,1965,8.275637,47.0772338,150 - 199,catholic,mixed
LU04,1933,8.0718749,47.1995882,50 - 99,catholic,male
LU04,1940,8.0718749,47.1995882,100 - 149,catholic,male
LU04,1954,8.0718749,47.1995882,100 - 149,catholic,male
LU04,1965,8.094528,47.2138484,100 - 149,catholic,male
LU05,1933,7.8961115,47.2268257,200 or more,catholic,mixed
LU05,1940,7.8961115,47.2268257,200 or more,interdenominational,mixed
LU05,1954,7.838018,47.2324864,200 or more,interdenominational,mixed
LU05,1965,7.838018,47.2324864,200 or more,interdenominational,mixed
LU06,1933,8.3093072,47.0501682,20 - 49,catholic,female
LU07,1933,8.0163553,46.9519892,200 or more,catholic,mixed
LU08,1965,8.3724158,47.0458287,0 - 19,interdenominational,female
LU09,1940,8.3093072,47.0501682,50 - 99,interdenominational,mixed
LU09,1954,8.3093072,47.0501682,50 - 99,interdenominational,mixed
LU09,1965,8.3093072,47.0501682,50 - 99,interdenominational,mixed
LU09,1980,7.9241382,47.1364556,20 - 49,interdenominational,mixed
LU10,1940,8.2920671,47.1665813,0 - 19,interdenominational,mixed
LU10,1954,8.2920671,47.1665813,0 - 19,interdenominational,mixed
LU10,1965,8.2920671,47.1665813,0 - 19,interdenominational,mixed
LU10,1980,8.2920671,47.1665813,0 - 19,interdenominational,mixed
LU11,1940,8.0163553,46.9519892,0 - 19,interdenominational,mixed
LU11,1954,8.0163553,46.9519892,0 - 19,interdenominational,mixed
LU11,1965,8.0163553,46.9519892,0 - 19,interdenominational,mixed
LU11,1980,8.0163553,46.9519892,0 - 19,interdenominational,mixed
LU12,1940,8.1111312,47.1714819,0 - 19,interdenominational,mixed
LU12,1954,8.1111312,47.1714819,0 - 19,interdenominational,mixed
LU12,1965,8.1111312,47.1714819,0 - 19,interdenominational,mixed
LU12,1980,8.1111312,47.1714819,0 - 19,interdenominational,mixed
LU13,1940,7.9925886,47.1211466,not specified,interdenominational,mixed
LU13,1954,7.9925886,47.1211466,not specified,interdenominational,mixed
LU13,1965,7.9925886,47.1211466,0 - 19,interdenominational,mixed
LU13,1980,7.9925886,47.1211466,0 - 19,interdenominational,mixed
LU14,1933,7.9669609,47.2022847,not specified,not specified,mixed
LU15,1933,7.9983786,47.1428147,not specified,not specified,mixed
LU16,1933,8.0943572,47.1144651,not specified,not specified,mixed
LU17,1933,7.9893353,47.2128386,not specified,not specified,mixed
LU18,1933,8.275637,47.0772338,not specified,not specified,mixed
LU19,1933,8.0191817,47.1501373,not specified,not specified,mixed
LU20,1933,8.265497,47.2148578,not specified,not specified,mixed
LU21,1933,8.0477719,47.1338759,not specified,not specified,mixed
LU22,1933,8.17818,47.2115842,not specified,not specified,mixed
LU23,1933,7.9575943,47.0853068,not specified,not specified,mixed
LU24,1933,8.2920671,47.1665813,not specified,not specified,mixed
LU25,1933,8.3177,47.18086,not specified,not specified,mixed
LU26,1933,8.3079399,47.0184461,not specified,not specified,mixed
LU27,1933,8.3506794,47.1223061,not specified,not specified,mixed
LU28,1933,8.286916,47.2167178,not specified,not specified,mixed
LU29,1933,8.2772552,47.0341978,not specified,not specified,mixed
LU30,1933,8.2648094,47.0507712,not specified,not specified,mixed
LU31,1933,7.9159924,47.0591501,not specified,not specified,mixed
LU32,1933,8.1838992,47.0369701,not specified,not specified,mixed
LU33,1933,8.3724158,47.0458287,not specified,not specified,mixed
LU34,1933,8.0388779,47.0831969,not specified,not specified,mixed
LU35,1933,8.1916446,47.2064459,not specified,not specified,mixed
LU36,1933,8.2090818,47.1768919,not specified,not specified,mixed
LU37,1933,8.2027053,47.1008169,not specified,not specified,mixed
LU38,1933,8.1359149,47.1358124,not specified,not specified,mixed
LU39,1933,8.1156346,47.1599235,not specified,not specified,mixed
LU40,1933,7.8961115,47.2268257,not specified,not specified,mixed
LU41,1933,7.9713408,47.2472798,not specified,not specified,mixed
LU42,1933,8.2446583,47.1697587,not specified,not specified,mixed
LU43,1933,8.2716874,47.0936155,not specified,not specified,mixed
LU44,1933,8.1262881,47.0840593,not specified,not specified,mixed
LU45,1933,7.9892294,47.1707206,not specified,not specified,mixed
LU46,1933,8.0163553,46.9519892,not specified,not specified,mixed
LU47,1933,8.1933634,47.1341481,not specified,not specified,mixed
LU48,1933,8.1111312,47.1714819,not specified,not specified,mixed
LU49,1933,7.8939976,47.1170905,not specified,not specified,mixed
LU50,1933,8.425278,47.0338792,not specified,not specified,mixed
LU51,1933,7.9925886,47.1211466,not specified,not specified,mixed
LU52,1933,8.0731633,47.0586361,not specified,not specified,mixed
LU53,1933,7.9276622,47.1365613,not specified,not specified,mixed
NE01,1933,6.76329,46.90615,50 - 99,protestant,male
NE01,1940,6.7705679,46.8929533,50 - 99,not specified,not specified
NE01,1954,6.7705679,46.8929533,50 - 99,interdenominational,not specified
NE01,1965,6.7705679,46.8929533,20 - 49,interdenominational,male
NE02,1933,6.8478409,46.9542921,20 - 49,protestant,male
NE02,1940,6.8478409,46.9542921,20 - 49,protestant,male
NE02,1954,6.8478409,46.9542921,20 - 49,interdenominational,male
NE02,1965,6.8478409,46.9542921,20 - 49,interdenominational,male
NE03,1933,7.0015896,47.0091808,20 - 49,not specified,female
NE03,1940,7.0005596,47.0092921,20 - 49,not specified,female
NE03,1954,7.0005596,47.0092921,20 - 49,interdenominational,female
NE03,1965,7.0005596,47.0092921,20 - 49,interdenominational,female
NE04,1940,6.8327838,47.1034892,20 - 49,interdenominational,mixed
NE04,1954,6.8327838,47.1034892,20 - 49,interdenominational,mixed
NE04,1965,6.8327838,47.1034892,20 - 49,interdenominational,mixed
NE04,1980,6.8327838,47.1034892,50 - 99,interdenominational,mixed
NE05,1940,6.9292732,46.9899874,20 - 49,interdenominational,mixed
NE05,1954,6.9292732,46.9899874,20 - 49,interdenominational,mixed
NE05,1965,6.9292732,46.9899874,20 - 49,interdenominational,mixed
NE05,1980,6.9292732,46.9899874,20 - 49,interdenominational,mixed
NE06,1940,6.8478409,46.9542921,0 - 19,interdenominational,mixed
NE06,1954,6.8478409,46.9542921,0 - 19,interdenominational,mixed
NE06,1965,6.8478409,46.9542921,0 - 19,interdenominational,mixed
NE07,1940,6.9006774,47.0589492,0 - 19,interdenominational,mixed
NE07,1954,6.9006774,47.0589492,0 - 19,interdenominational,mixed
NE07,1965,6.9006774,47.0589492,0 - 19,interdenominational,mixed
NE08,1940,6.7487354,47.0577195,0 - 19,interdenominational,mixed
NE08,1954,6.7487354,47.0577195,0 - 19,interdenominational,mixed
NE08,1965,6.7487354,47.0577195,0 - 19,interdenominational,mixed
NE09,1940,6.6113106,46.9111044,0 - 19,interdenominational,mixed
NE09,1954,6.6113106,46.9111044,0 - 19,interdenominational,mixed
NE09,1965,6.6113106,46.9111044,0 - 19,interdenominational,mixed
NW01,1933,7.9575943,47.0853068,20 - 49,catholic,female
NW01,1940,7.9575943,47.0853068,20 - 49,catholic,female
NW02,1933,7.9575943,47.0853068,20 - 49,catholic,female
NW03,1965,8.3659672,46.9571926,0 - 19,interdenominational,mixed
NW03,1980,8.3659672,46.9571926,0 - 19,interdenominational,mixed
NW04,1980,8.3659672,46.9571926,0 - 19,interdenominational,mixed
NW05,1933,8.4657007,46.9704961,not specified,not specified,mixed
NW06,1933,8.420352,46.9735985,not specified,not specified,mixed
NW07,1933,8.5134155,46.9567523,not specified,not specified,mixed
NW08,1933,7.9575943,47.0853068,not specified,not specified,mixed
NW09,1933,8.3659672,46.9571926,not specified,not specified,mixed
NW10,1933,8.3959084,46.9081639,not specified,not specified,mixed
OW01,1933,8.2456758,46.8959313,20 - 49,catholic,male
OW01,1940,8.2456758,46.8959313,20 - 49,catholic,male
OW02,1940,8.2456758,46.8959313,20 - 49,interdenominational,mixed
OW02,1954,8.2456758,46.8959313,20 - 49,interdenominational,mixed
OW02,1965,8.2456758,46.8959313,0 - 19,interdenominational,mixed
OW02,1980,8.2456758,46.8959313,0 - 19,interdenominational,mixed
OW03,1933,8.4069918,46.8200266,not specified,not specified,mixed
SG01,1933,9.0399285,47.3626894,50 - 99,interdenominational,mixed
SG01,1940,9.0399285,47.3626894,50 - 99,interdenominational,mixed
SG01,1954,9.0399285,47.3626894,50 - 99,interdenominational,male
SG01,1965,9.0399285,47.3626894,50 - 99,interdenominational,male
SG01,1980,9.0399285,47.3626894,20 - 49,interdenominational,male
SG02,1933,9.4522869,47.4867194,20 - 49,catholic,male
SG02,1940,9.4522869,47.4867194,20 - 49,not specified,male
SG02,1954,9.4522869,47.4867194,20 - 49,interdenominational,male
SG02,1965,9.4522869,47.4867194,50 - 99,interdenominational,male
SG03,1940,9.5469133,47.3774633,150 - 199,catholic,female
SG03,1954,9.5469133,47.3774633,50 - 99,catholic,female
SG03,1965,9.5469133,47.3774633,100 - 149,catholic,female
SG03a,1933,9.5469133,47.3774633,200 or more,catholic,female
SG03b,1933,9.5469133,47.3774633,50 - 99,catholic,female
SG04,1940,9.1606904,47.4515981,50 - 99,catholic,male
SG04,1954,9.1606904,47.4515981,20 - 49,catholic,male
SG04,1965,9.1606904,47.4515981,50 - 99,catholic,male
SG05,1933,9.1232808,47.4298412,50 - 99,interdenominational,male
SG05,1940,9.1232808,47.4298412,50 - 99,interdenominational,male
SG05,1954,9.1232808,47.4298412,50 - 99,interdenominational,mixed
SG05,1965,9.1232808,47.4298412,50 - 99,interdenominational,male
SG06,1933,9.4809974,47.2263701,50 - 99,interdenominational,male
SG06,1940,9.5010767,47.237082,100 - 149,interdenominational,male
SG06,1954,9.5010767,47.237082,100 - 149,interdenominational,male
SG06,1965,9.5010767,47.237082,100 - 149,interdenominational,male
SG06,1980,9.5010767,47.237082,100 - 149,interdenominational,male
SG07,1940,9.3767173,47.4244818,100 - 149,interdenominational,mixed
SG07,1954,9.3767173,47.4244818,100 - 149,interdenominational,not specified
SG08,1940,9.0813971,47.394966,150 - 199,catholic,mixed
SG08,1933,9.0813971,47.394966,100 - 149,catholic,mixed
SG09,1940,9.3767173,47.4244818,50 - 99,protestant,female
SG09,1954,9.3767173,47.4244818,20 - 49,protestant,female
SG09,1965,9.3767173,47.4244818,20 - 49,protestant,female
SG10,1933,9.3767173,47.4244818,20 - 49,catholic,female
SG10,1940,9.3767173,47.4244818,20 - 49,catholic,female
SG10,1954,9.3767173,47.4244818,20 - 49,catholic,female
SG10,1965,9.3767173,47.4244818,20 - 49,catholic,female
SG11,1933,9.3400016,47.4096991,20 - 49,protestant,female
SG11,1940,9.3400016,47.4096991,20 - 49,protestant,female
SG12,1933,9.3767173,47.4244818,50 - 99,protestant,female
SG14,1940,9.0479097,47.4635617,200 or more,interdenominational,mixed
SG14,1954,9.0479097,47.4635617,200 or more,interdenominational,mixed
SG14,1965,9.0479097,47.4635617,200 or more,interdenominational,mixed
SG15,1933,9.5031939,46.990488,200 or more,interdenominational,mixed
SG15,1940,9.5031939,46.990488,200 or more,interdenominational,mixed
SG15,1954,9.5031939,46.990488,200 or more,interdenominational,mixed
SG15,1965,9.5031939,46.990488,200 or more,interdenominational,mixed
SG16,1933,9.3767173,47.4244818,20 - 49,not specified,male
SG16,1940,9.3767173,47.4244818,20 - 49,not specified,male
SG17,1940,9.5469133,47.3774633,0 - 19,interdenominational,mixed
SG17,1954,9.5469133,47.3774633,0 - 19,interdenominational,mixed
SG17,1965,9.5469133,47.3774633,0 - 19,interdenominational,mixed
SG17,1980,9.5469133,47.3774633,0 - 19,interdenominational,mixed
SG18,1940,9.0685947,47.4126975,0 - 19,interdenominational,mixed
SG18,1954,9.0685947,47.4126975,0 - 19,interdenominational,mixed
SG18,1965,9.0685947,47.4126975,0 - 19,interdenominational,mixed
SG18,1980,9.0685947,47.4126975,0 - 19,interdenominational,mixed
SG19,1940,9.0051169,47.1984261,0 - 19,interdenominational,mixed
SG19,1954,9.0051169,47.1984261,0 - 19,interdenominational,mixed
SG19,1965,9.0051169,47.1984261,0 - 19,interdenominational,mixed
SG19,1980,9.0051169,47.1984261,0 - 19,interdenominational,mixed
SG20,1940,8.0798273,47.3910649,0 - 19,interdenominational,mixed
SG20,1954,8.0798273,47.3910649,0 - 19,interdenominational,mixed
SG20,1965,8.0798273,47.3910649,0 - 19,interdenominational,mixed
SG20,1980,8.0798273,47.3910649,0 - 19,interdenominational,mixed
SG21,1940,9.1870297,47.4133707,0 - 19,interdenominational,mixed
SG21,1954,9.1870297,47.4133707,0 - 19,interdenominational,mixed
SG21,1965,9.1870297,47.4133707,0 - 19,interdenominational,mixed
SG21,1980,9.1870297,47.4133707,0 - 19,interdenominational,mixed
SG22,1940,9.3425546,47.0916461,0 - 19,interdenominational,mixed
SG22,1954,9.3425546,47.0916461,0 - 19,interdenominational,mixed
SG22,1965,9.3425546,47.0916461,0 - 19,interdenominational,mixed
SG22,1980,9.3425546,47.0916461,0 - 19,interdenominational,mixed
SG23,1940,9.248852,47.4155608,0 - 19,interdenominational,mixed
SG23,1954,9.248852,47.4155608,0 - 19,interdenominational,mixed
SG23,1965,9.248852,47.4155608,0 - 19,interdenominational,mixed
SG23,1980,9.248852,47.4155608,0 - 19,interdenominational,mixed
SG24,1940,9.0876844,47.3239036,0 - 19,interdenominational,mixed
SG24,1954,9.0876844,47.3239036,0 - 19,interdenominational,mixed
SG24,1965,9.0876844,47.3239036,0 - 19,interdenominational,mixed
SG24,1980,9.0876844,47.3239036,0 - 19,interdenominational,mixed
SG25,1940,9.2,47.216667,0 - 19,interdenominational,mixed
SG25,1954,9.2,47.216667,0 - 19,interdenominational,mixed
SG25,1965,9.2,47.216667,0 - 19,interdenominational,mixed
SG25,1980,9.2,47.216667,0 - 19,interdenominational,mixed
SG26,1940,9.585971,47.4670483,0 - 19,interdenominational,mixed
SG26,1954,9.585971,47.4670483,0 - 19,interdenominational,mixed
SG26,1965,9.585971,47.4670483,0 - 19,interdenominational,mixed
SG27,1940,9.4916808,47.4788825,0 - 19,interdenominational,mixed
SG27,1954,9.4916808,47.4788825,0 - 19,interdenominational,mixed
SG27,1965,9.4916808,47.4788825,0 - 19,interdenominational,mixed
SG27,1980,9.4916808,47.4788825,0 - 19,interdenominational,mixed
SG28,1940,9.3767173,47.4244818,20 - 49,interdenominational,mixed
SG28,1954,9.3767173,47.4244818,20 - 49,interdenominational,mixed
SG28,1965,9.3767173,47.4244818,20 - 49,interdenominational,mixed
SG28,1980,9.3767173,47.4244818,not specified,interdenominational,mixed
SG29,1940,8.9841417,47.2243722,0 - 19,interdenominational,mixed
SG29,1954,8.9841417,47.2243722,0 - 19,interdenominational,mixed
SG29,1965,8.9841417,47.2243722,0 - 19,interdenominational,mixed
SG29,1980,8.9841417,47.2243722,not specified,interdenominational,mixed
SG30,1980,9.6375563,47.4055145,0 - 19,interdenominational,mixed
SG31,1940,9.0479097,47.4635617,0 - 19,interdenominational,mixed
SG31,1954,9.0479097,47.4635617,0 - 19,interdenominational,mixed
SG31,1965,9.0479097,47.4635617,0 - 19,interdenominational,mixed
SG31,1980,9.0479097,47.4635617,0 - 19,interdenominational,mixed
SG32,1940,9.3767173,47.4244818,0 - 19,interdenominational,mixed
SG32,1954,9.3767173,47.4244818,0 - 19,interdenominational,mixed
SG32,1965,9.3767173,47.4244818,0 - 19,interdenominational,mixed
SG33,1933,9.3767173,47.4244818,not specified,not specified,female
SG34,1933,9.3082874,47.1972495,not specified,not specified,mixed
SG35,1933,9.5469133,47.3774633,not specified,not specified,mixed
SG36,1933,9.1401481,47.1491923,not specified,not specified,mixed
SG37,1933,9.2708089,47.4392496,not specified,not specified,mixed
SG38,1933,9.0051169,47.1984261,not specified,not specified,mixed
SG39,1933,8.390457,47.3934257,not specified,not specified,mixed
SG40,1933,9.6135168,47.4255058,not specified,not specified,mixed
SG41,1933,9.0352242,47.4782696,not specified,not specified,mixed
SG42,1933,8.0798273,47.3910649,not specified,not specified,mixed
SG43,1933,9.0735291,47.3625195,not specified,not specified,mixed
SG44,1933,9.200308,47.3738511,not specified,not specified,mixed
SG45,1933,9.6547802,47.385988,not specified,not specified,mixed
SG46,1933,9.1235471,47.265485,not specified,not specified,mixed
SG47,1933,9.4719247,47.4426685,not specified,not specified,mixed
SG48,1933,9.5319606,47.3428013,not specified,not specified,mixed
SG49,1933,8.9220805,47.2406093,not specified,not specified,mixed
SG50,1933,9.3425546,47.0916461,not specified,not specified,mixed
SG51,1933,9.4413218,47.2039131,not specified,not specified,mixed
SG52,1933,8.9663634,47.2629383,not specified,not specified,mixed
SG53,1933,9.0220567,47.2351911,not specified,not specified,mixed
SG54,1933,9.248852,47.4155608,not specified,not specified,mixed
SG55,1933,9.4440433,47.1825657,not specified,not specified,mixed
SG56,1933,9.1760617,47.3004487,not specified,not specified,mixed
SG57,1933,9.116971,47.45423,not specified,not specified,mixed
SG58,1933,8.8327118,47.2223076,not specified,not specified,mixed
SG59,1933,9.0250732,47.2133136,not specified,not specified,mixed
SG60,1933,9.1235471,47.265485,not specified,not specified,mixed
SG61,1933,9.0401819,47.4113533,not specified,not specified,mixed
SG62,1933,9.1988648,47.2262651,not specified,not specified,mixed
SG63,1933,9.568968,47.392076,not specified,not specified,mixed
SG64,1933,9.4224018,47.0478375,not specified,not specified,mixed
SG65,1933,9.1341197,47.3625957,not specified,not specified,mixed
SG66,1933,9.4238877,47.4683334,not specified,not specified,mixed
SG67,1933,9.0399285,47.3626894,not specified,not specified,mixed
SG68,1933,9.32501,47.52143,not specified,not specified,mixed
SG69,1933,9.2,47.216667,not specified,not specified,mixed
SG70,1933,9.1606904,47.4515981,not specified,not specified,mixed
SG71,1933,9.1129175,47.3540918,not specified,not specified,mixed
SG72,1933,9.5644269,47.3199075,not specified,not specified,mixed
SG73,1933,9.1232808,47.4298412,not specified,not specified,mixed
SG74,1933,9.5011062,47.0034141,not specified,not specified,mixed
SG75,1933,8.8184374,47.2266239,not specified,not specified,mixed
SG76,1933,9.58271,47.3977266,not specified,not specified,mixed
SG77,1933,9.585971,47.4670483,not specified,not specified,mixed
SG78,1933,9.4869146,47.4688795,not specified,not specified,mixed
SG79,1933,9.5376332,47.2936044,not specified,not specified,mixed
SG80,1933,9.0459705,47.1604116,not specified,not specified,mixed
SG81,1933,9.5042435,47.2612316,not specified,not specified,mixed
SG82,1933,9.486948,47.1218764,not specified,not specified,mixed
SG83,1933,9.3767173,47.4244818,not specified,not specified,mixed
SG84,1933,8.9664312,47.2447103,not specified,not specified,mixed
SG85,1933,9.6376089,47.4496088,not specified,not specified,mixed
SG86,1933,9.1746211,47.3176632,not specified,not specified,mixed
SG87,1933,9.44208,47.50321,not specified,not specified,mixed
SG88,1933,8.1035688,47.438287,not specified,not specified,mixed
SG89,1933,8.9841417,47.2243722,not specified,not specified,mixed
SG90,1933,9.4484028,47.0299988,not specified,not specified,mixed
SG91,1933,9.2848801,47.4684527,not specified,not specified,mixed
SG92,1933,9.31603,47.12398,not specified,not specified,mixed
SG93,1933,9.47739,47.09181,not specified,not specified,mixed
SG94,1933,9.0880638,47.3031293,not specified,not specified,mixed
SG95,1933,9.6375563,47.4055145,not specified,not specified,mixed
SG96,1933,9.0479097,47.4635617,not specified,not specified,mixed
SG97,1933,9.3899899,47.4598793,not specified,not specified,mixed
SG98,1933,9.111498,47.4750195,not specified,not specified,mixed
SG99,1933,9.1867441,47.4759334,not specified,not specified,mixed
SH01,1980,8.6380489,47.6958897,20 - 49,interdenominational,mixed
SH01,1940,8.6380489,47.6958897,50 - 99,interdenominational,mixed
SH01,1954,8.6380489,47.6958897,50 - 99,interdenominational,mixed
SH01,1965,8.6380489,47.6958897,20 - 49,interdenominational,mixed
SH02,1965,8.8134331,47.704271,20 - 49,protestant,male
SH03,1965,8.6380489,47.6958897,0 - 19,protestant,female
SH04,1933,8.6586546,47.7840728,not specified,not specified,mixed
